brand,variante,modelo,seg,concept,cn_raw
PORSCHE,GB22,PANAMERA,GKL,SEDAN,PANAMERA 4 E-HYBRID
PORSCHE,GC22,PANAMERA,GKL,SEDAN,PANAMERA 4S E-HYBRID
PORSCHE,GD22,PANAMERA,GKL,SEDAN,PANAMERA GTS
PORSCHE,GE22,PANAMERA,GKL,SEDAN,PANAMERA TURBO E-HYBRID
PORSCHE,GF22,PANAMERA,GKL,SEDAN,PANAMERA TURBO S E-HYBRID
PORSCHE,HA12,MACAN,KKL,SAV,MACAN
PORSCHE,HA22,MACAN,KKL,SAV,MACAN 4
PORSCHE,HB22,MACAN,KKL,SAV,MACAN 4S
PORSCHE,HC22,MACAN,KKL,SAV,MACAN TURBO
PORSCHE,JM12,TAYCAN,GKL,SEDAN,TAYCAN
PORSCHE,JM22,TAYCAN,GKL,SEDAN,TAYCAN 4
PORSCHE,JN22,TAYCAN,GKL,SEDAN,TAYCAN 4S
PORSCHE,JO22,TAYCAN,GKL,SEDAN,TAYCAN TURBO
PORSCHE,JP22,TAYCAN,GKL,SEDAN,TAYCAN TURBO S
PORSCHE,JQ22,TAYCAN,GKL,SEDAN,TAYCAN GTS
PORSCHE,JR22,TAYCAN,GKL,SEDAN,TAYCAN TURBO GT
PORSCHE,JS22,TAYCAN,GKL,SEDAN,TAYCAN TURBO GT
PORSCHE,JT22,MACAN,KKL,SAV,MACAN T
PORSCHE,KA12,911,GKL,CABRIO,911 CARRERA
PORSCHE,KA22,911,GKL,CABRIO,911 CARRERA 4
PORSCHE,KB22,911,GKL,CABRIO,911 CARRERA 4S
PORSCHE,KC22,911,GKL,CABRIO,911 CARRERA 4 GTS
PORSCHE,KE22,911,GKL,CABRIO,911 TURBO S
PORSCHE,KH12,718,MKL,COUPE,718 SPYDER RS
PORSCHE,KK11,911,GKL,CABRIO,911 CARRERA T
PORSCHE,KK12,911,GKL,CABRIO,911 CARRERA
PORSCHE,KL12,911,GKL,CABRIO,911 CARRERA S
PORSCHE,KL22,911,GKL,CABRIO,911 CARRERA 4S
PORSCHE,KM12,911,GKL,CABRIO,911 CARRERA GTS
PORSCHE,KM22,911,GKL,CABRIO,911 CARRERA 4 GTS
PORSCHE,SK22,CAYENNE,MKL,SAV,CAYENNE
PORSCHE,SL22,CAYENNE,MKL,SAV,CAYENNE E-HYBRID
PORSCHE,SM12,TAYCAN,GKL,SEDAN,TAYCAN
PORSCHE,SM22,CAYENNE,MKL,SAV,CAYENNE S
PORSCHE,SN22,CAYENNE,MKL,SAV,CAYENNE S E-HYBRID
PORSCHE,SP22,CAYENNE,MKL,SAV,CAYENNE GTS
PORSCHE,SQ22,TAYCAN,GKL,SEDAN,TAYCAN GTS
PORSCHE,SR22,CAYENNE,MKL,SAV,CAYENNE TURBO E-HYBRID
PORSCHE,TL22,911,GKL,CABRIO,911 TARGA 4S
PORSCHE,TM22,911,GKL,CABRIO,911 TARGA 4 GTS
RENAULT,0V0Y,ZOE,UKL1,HATCH,ZOE
RENAULT,2BV2,TWINGO,UKL0,HATCH,TWINGO
RENAULT,BD2,CLIO,UKL1,HATCH,CLIO
RENAULT,BE2,CLIO,UKL1,HATCH,CLIO
RENAULT,BF2,CLIO,UKL1,HATCH,CLIO
RENAULT,BG2,CLIO,UKL1,HATCH,CLIO
RENAULT,BH2,CLIO,UKL1,HATCH,CLIO E-TECH HYBRID
RENAULT,DH1,RAFALE,UKL2,SAV,RAFALE
RENAULT,DH2,SYMBIOZ,UKL2,SAV,SYMBIOZ
RENAULT,DP4,RAFALE,UKL2,SAV,RAFALE
RENAULT,HE2,CAPTUR,UKL1,SAV,CAPTUR
RENAULT,HF1,AUSTRAL,UKL2,SAV,AUSTRAL
RENAULT,HH1,AUSTRAL,UKL2,SAV,AUSTRAL
RENAULT,HH2,CAPTUR,UKL1,SAV,CAPTUR E-TECH HYBRID
RENAULT,JF0,NUEVA TRAFIC RED,,,NUEVA TRAFIC RED - COMBI FWD E
RENAULT,JM,MASTER,SKL,TRANSPORTER,MASTER
RENAULT,JM9R,TRAFIC,SKL,TRANSPORTER,TRAFIC
RENAULT,KF2,MEGANE,UKL2,CABRIO,MEGANE SPORT TOURER
RENAULT,LH2,ARKANA,UKL2,SAV,ARKANA E-TECH
RENAULT,RBE,5,UKL1,HATCH,RENAULT 5 E-TECH ELECTRIC
RENAULT,RH1,ESPACE,KKL,SAV,ESPACE
RENAULT,RH2,ESPACE,KKL,SAV,ESPACE
RENAULT,RHE,4,UKL1,SAV,RENAULT 4 E-TECH ELECTRIC
RENAULT,RKC,KANGOO,UKL1,MPV,KANGOO
RENAULT,RKD,KANGOO,UKL1,MPV,KANGOO
RENAULT,RKE,KANGOO,UKL1,MPV,KANGOO E-TECH ELECTRIC
RENAULT,RKF,KANGOO,UKL1,MPV,KANGOO
RENAULT,RKH,KANGOO,UKL1,MPV,KANGOO
RENAULT,RKJ,KANGOO,UKL1,MPV,KANGOO E-TECH ELECTRIC
RENAULT,RPF,KANGOO,UKL1,MPV,KANGOO
SEAT,BDSGD,IBIZA,UKL1,HATCH,IBIZA
SEAT,BDUSA,IBIZA,UKL1,HATCH,IBIZA
SEAT,BDUSB,IBIZA,UKL1,HATCH,IBIZA
SEAT,BDXDB,IBIZA,UKL1,HATCH,IBIZA
SEAT,SBDFYAX0,LEON,UKL2,HATCH,SEAT LEON
SEAT,SBDGEAX0,LEON,UKL2,HATCH,SEAT LEON E-HYBRID150
SEAT,SBDLAAX0,LEON,UKL2,HATCH,SEAT LEON
SEAT,SBDTTCX0,LEON,UKL2,HATCH,SEAT LEON
SEAT,SBDUCBX0,LEON,UKL2,HATCH,SEAT LEON E-HYBRID150
SEAT,SBDXDBX0,LEON,UKL2,HATCH,SEAT LEON
SEAT,SBDXDEX0,LEON,UKL2,HATCH,SEAT LEON
SEAT,SBDXRBX0,LEON,UKL2,HATCH,SEAT LEON
SEAT,SBDXRCX0,LEON,UKL2,HATCH,SEAT LEON
SEAT,SFDFYAX0,LEON,UKL2,HATCH,SEAT LEON SP
SEAT,SFDGEAX0,LEON,UKL2,HATCH,SEAT LEON SP E-HYBRID150
SEAT,SFDLAAX0,LEON,UKL2,HATCH,SEAT LEON SP
SEAT,SFDUCBX0,LEON,UKL2,HATCH,SEAT LEON SP E-HYBRID150
SEAT,SFDXDBX0,LEON,UKL2,HATCH,SEAT LEON SP
SEAT,SFDXDEX0,LEON,UKL2,HATCH,SEAT LEON SP
SEAT,SFDXRBX0,LEON,UKL2,HATCH,SEAT LEON SP
SEAT,SFDXRCX0,LEON,UKL2,HATCH,SEAT LEON SP
SEAT,SXDUSAX0,ATECA,UKL2,SAV,SEAT ATECA
SEAT,SXDXDBX0,ATECA,UKL2,SAV,SEAT ATECA
SEAT,SXDXRBX0,ATECA,UKL2,SAV,SEAT ATECA
SEAT,XDBYA,ARONA,UKL1,SAV,ARONA
SEAT,XDGEAX0,TARRACO,KKL,SAV,TARRACO
SEAT,XDLAA,ARONA,UKL1,SAV,ARONA
SEAT,XDTSAX0,TARRACO,KKL,SAV,TARRACO
SEAT,XDUSA,ARONA,UKL1,SAV,ARONA
SEAT,XDUSB,ARONA,UKL1,SAV,ARONA
SEAT,XDXDB,ARONA,UKL1,SAV,ARONA
SEAT,XDXDBX0,TARRACO,KKL,SAV,TARRACO
SERES,SKE6470SBEVA5S,5,KKL,SAV,SERES 5
SERES,SKE6470SBEVR2,5,KKL,SAV,SERES 5
SERES,SKE7000BEVF5,SERES 3,UKL2,SAV,SERES 3
SIN MARCA,AADXPAX0,SUPERB,,,SUPERB
SIN MARCA,ACDXRBX1,KAROQ,,,KAROQ
SIN MARCA,ACVDXNBX1,KODIAQ,,,KODIAQ
SIN MARCA,DXDBX0AC4,T-ROC,,,T-ROC
SIN MARCA,SDXPAF1,Q3 SPORTBACK,,,Q3 SPORTBACK
SKODA,AADFYAX0,OCTAVIA,UKL2,SEDAN,OCTAVIA
SKODA,AADGEAX0,OCTAVIA,UKL2,SEDAN,OCTAVIA
SKODA,AADGEBX01,SUPERB,KKL,SEDAN,SUPERB
SKODA,AADHFAX0,OCTAVIA,UKL2,SEDAN,OCTAVIA
SKODA,AADLAAX0,OCTAVIA,UKL2,SEDAN,OCTAVIA
SKODA,AADNNEX0,SUPERB,KKL,SEDAN,SUPERB
SKODA,AADNNEX1,OCTAVIA,UKL2,SEDAN,OCTAVIA
SKODA,AADNPBX1,SUPERB,KKL,SEDAN,SUPERB
SKODA,AADNPDX0,OCTAVIA,UKL2,SEDAN,OCTAVIA RS
SKODA,AADPCAX01,SUPERB,KKL,SEDAN,SUPERB
SKODA,AADTRDX0,OCTAVIA,UKL2,SEDAN,OCTAVIA
SKODA,AADTTCX0,OCTAVIA,UKL2,SEDAN,OCTAVIA
SKODA,AADUCBX0,SUPERB,KKL,SEDAN,SUPERB
SKODA,AADXDBX0,OCTAVIA,UKL2,SEDAN,OCTAVIA
SKODA,AADXDEX0,OCTAVIA,UKL2,SEDAN,OCTAVIA
SKODA,AADXNBX1,SUPERB,KKL,SEDAN,SUPERB
SKODA,AADXPAX0,SUPERB,KKL,SEDAN,SUPERB
SKODA,AADXRBX0,OCTAVIA,UKL2,SEDAN,OCTAVIA
SKODA,AADXRCX0,OCTAVIA,UKL2,SEDAN,OCTAVIA
SKODA,ABCDLAAX0,KAMIQ,UKL1,SAV,KAMIQ
SKODA,ABCDUSAX0,KAMIQ,UKL1,SAV,KAMIQ
SKODA,ABCDUSBX0,KAMIQ,UKL1,SAV,KAMIQ
SKODA,ABCDXDBX0,KAMIQ,UKL1,SAV,KAMIQ
SKODA,ABCEDCCL1FX2,ENYAQ,UKL2,SAV,ENYAQ 60
SKODA,ABCEDFAD7PX2,ENYAQ,UKL2,SAV,ENYAQ 85
SKODA,ABCX1EDD7PX1,ENYAQ,UKL2,SAV,ENYAQ 85X
SKODA,ABCX1EDL1IX1,ENYAQ,UKL2,SAV,ENYAQ RS
SKODA,ABDLAAX0,FABIA,UKL1,HATCH,FABIA
SKODA,ABDSGDX0,FABIA,UKL1,HATCH,FABIA
SKODA,ABDUSAX0,FABIA,UKL1,HATCH,FABIA
SKODA,ABDUSBX0,FABIA,UKL1,HATCH,FABIA
SKODA,ABDXDBX0,FABIA,UKL1,HATCH,FABIA
SKODA,ABDXDGX0,FABIA,UKL1,HATCH,FABIA
SKODA,ABEBJAL1FX2,ENYAQ,UKL2,SAV,ENYAQ 80
SKODA,ABEBJCL1LX2,ENYAQ,UKL2,SAV,ENYAQ 60
SKODA,ABEDFAD7PX2,ENYAQ,UKL2,SAV,ENYAQ 85
SKODA,ABLEDCAL1EX2,ELROQ,UKL2,SAV,ELROQ 50
SKODA,ABLEDCCL1FX2,ELROQ,UKL2,SAV,ELROQ 60
SKODA,ABLEDFAD7PX2,ELROQ,UKL2,SAV,ELROQ 85
SKODA,ABLX1EDD7PX1,ELROQ,UKL2,SAV,ELROQ 85X
SKODA,ABLX1EDL1IX1,ELROQ,UKL2,SAV,ELROQ RS
SKODA,ABSDLAAX0,SCALA,UKL2,HATCH,SCALA
SKODA,ABSDUSAX0,SCALA,UKL2,HATCH,SCALA
SKODA,ABSDUSBX0,SCALA,UKL2,HATCH,SCALA
SKODA,ABSDXDBX0,SCALA,UKL2,HATCH,SCALA
SKODA,ABX1EBL1GX1,ENYAQ,UKL2,SAV,ENYAQ RS
SKODA,ABX1EBL1RX1,ENYAQ,UKL2,SAV,ENYAQ 80X
SKODA,ACDFYAX0,OCTAVIA,UKL2,SEDAN,OCTAVIA
SKODA,ACDGEAX0,OCTAVIA,UKL2,SEDAN,OCTAVIA
SKODA,ACDHFAX0,OCTAVIA,UKL2,SEDAN,OCTAVIA
SKODA,ACDNNAX1,KAROQ,UKL2,SAV,KAROQ
SKODA,ACDNNEX0,SUPERB,KKL,SEDAN,SUPERB
SKODA,ACDNNEX1,OCTAVIA,UKL2,SEDAN,OCTAVIA
SKODA,ACDNPAX0,OCTAVIA,UKL2,SEDAN,OCTAVIA RS
SKODA,ACDNPBX1,KODIAQ,KKL,SAV,KODIAQ
SKODA,ACDNPDX0,OCTAVIA,UKL2,SEDAN,OCTAVIA RS
SKODA,ACDPCAX0,KODIAQ,KKL,SAV,KODIAQ
SKODA,ACDTRDX0,OCTAVIA,UKL2,SEDAN,OCTAVIA
SKODA,ACDTSBX01,SUPERB,KKL,SEDAN,SUPERB
SKODA,ACDTTCX0,OCTAVIA,UKL2,SEDAN,OCTAVIA
SKODA,ACDTTCX1,KAROQ,UKL2,SAV,KAROQ
SKODA,ACDTUAX1,KODIAQ,KKL,SAV,KODIAQ
SKODA,ACDUCBX0,KODIAQ,KKL,SAV,KODIAQ
SKODA,ACDUSAX0,KAROQ,UKL2,SAV,KAROQ
SKODA,ACDXDBX0,KAROQ,UKL2,SAV,KAROQ
SKODA,ACDXDEX0,OCTAVIA,UKL2,SEDAN,OCTAVIA
SKODA,ACDXNBX1,KODIAQ,KKL,SAV,KODIAQ
SKODA,ACDXPAX0,KODIAQ,KKL,SAV,KODIAQ
SKODA,ACDXRBX0,OCTAVIA,UKL2,SEDAN,OCTAVIA
SKODA,ACDXRBX1,KAROQ,UKL2,SAV,KAROQ
SKODA,ACDXRCX0,KAROQ,UKL2,SAV,KAROQ
SKODA,ACEBJAL1FX2,ENYAQ,UKL2,SAV,ENYAQ 80
SKODA,ACEBJCL1LX2,ENYAQ,UKL2,SAV,ENYAQ 60
SKODA,ACEDFAD7PX2,ENYAQ,UKL2,SAV,ENYAQ 85
SKODA,ACNEDCCL1FX2,ENYAQ,UKL2,SAV,ENYAQ 60
SKODA,ACNEDFAD7PX2,ENYAQ,UKL2,SAV,ENYAQ 85
SKODA,ACNX1EDD7PX1,ENYAQ,UKL2,SAV,ENYAQ 85X
SKODA,ACNX1EDL1IX1,ENYAQ,UKL2,SAV,ENYAQ RS
SKODA,ACVDNNEX1,KODIAQ,KKL,SAV,KODIAQ
SKODA,ACVDNPBX1,KODIAQ,KKL,SAV,KODIAQ
SKODA,ACVDUCBX0,KODIAQ,KKL,SAV,KODIAQ
SKODA,ACVDXDBX0,KODIAQ,KKL,SAV,KODIAQ
SKODA,ACVDXNBX1,KODIAQ,KKL,SAV,KODIAQ
SKODA,ACVDXPAX0,KODIAQ,KKL,SAV,KODIAQ
SKODA,ACX1EBL1GX1,ENYAQ,UKL2,SAV,ENYAQ RS
SKODA,ACX1EDD7PX1,ENYAQ,UKL2,SAV,ENYAQ 85X
SKYWELL,BET1,BE11,KKL,SAV,BE11
SMART,0000,#1,UKL1,SAV,#1
SMART,0010,#1,UKL1,SAV,#1
SPORTEQUIPE,D E 2 2 T L,SPORTEQUIPE 6,UKL2,SAV,SPORTEQUIPE 6
SPORTEQUIPE,F P 2 K B L,SPORTEQUIPE 8,KKL,SAV,SPORTEQUIPE 8
SPORTEQUIPE,S0V4L,ICH-X K3,,,ICH-X K3
SPORTEQUIPE,SD0L4L,X K2,,,X K2
SSANGYONG,AA2L,KORANDO E-MOTION,,,KORANDO E-MOTION
SSANGYONG,AETL,REXTON,MKL,SAV,REXTON
SSANGYONG,AY2L,TIVOLI,UKL1,SAV,TIVOLI
SSANGYONG,BY2L,TIVOLI,UKL1,SAV,TIVOLI GRAND
SSANGYONG,CY2L,TORRES,KKL,SAV,TORRES
SSANGYONG,CYTL,TORRES,KKL,SAV,TORRES
SUBARU,BT9,OUTBACK,KKL,ESTATE,OUTBACK
SUBARU,GXE,CROSSTREK,UKL2,SAV,CROSSTREK
SUBARU,SKE,FORESTER,KKL,ESTATE,FORESTER
SUBARU,SLE,FORESTER,KKL,ESTATE,FORESTER
SUBARU,YEAM15(W),SOLTERRA,UKL2,SAV,SOLTERRA
SUBARU,ZD8,BRZ,UKL2,COUPE,BRZ
SUZUKI,AD2S,S-CROSS,UKL2,SAV,S-CROSS
SUZUKI,AH2S,S-CROSS,UKL2,SAV,S-CROSS
SUZUKI,AXAP54(N),ACROSS,UKL2,SUV,SUZUKI ACROSS
SUZUKI,BD2S,S-CROSS,UKL2,SAV,S-CROSS
SUZUKI,BH2S,S-CROSS,UKL2,SAV,S-CROSS
SUZUKI,CA3S,SWIFT,UKL1,HATCH,SWIFT
SUZUKI,CEDS,SWIFT,UKL1,HATCH,SWIFT
SUZUKI,DD1S,VITARA,SKL,PICK-UP,VITARA
SUZUKI,DEDS,SWIFT,UKL1,HATCH,SWIFT
SUZUKI,DH1S,VITARA,SKL,PICK-UP,VITARA
SUZUKI,ED1S,VITARA,SKL,PICK-UP,VITARA
SUZUKI,EH1S,VITARA,SKL,PICK-UP,VITARA
SUZUKI,H91S,IGNIS,UKL0,HATCH,IGNIS
SUZUKI,J91S,IGNIS,UKL0,HATCH,IGNIS
SUZUKI,ZWE219(W),SWACE,UKL2,ESTATE,SUZUKI SWACE
SWM,JKC6460B6S0SHEV,G03F EDI,,,G03F EDI
SWM,JKC6460B6S1-5,G03F,,,G03F
SWM,JKC6460B6S1-7,G03F,,,G03F
SWM,JKC6460F5CA,G01,KKL,SAV,G01
SWM,JKC6460F5ZA,G01,KKL,SAV,G01
SWM,JKC6461B6S1,G01,KKL,SAV,G01
SWM,JKC6470F5CA,G01F,,,G01F
SWM,JKC6470F5ZA,G01F,,,G01F
SWM,JKC6470Q6CY,G05,KKL,SAV,G05
SWM,JKC6471B6S0,G01F,,,G01F
SWM,JKC6471B6S1,G01 PRO,,,G01 PRO
SWM,JKC6480B6S0,G05,KKL,SAV,G05
SWM,JKC6480B6S1,G05,KKL,SAV,G05
TESLA,E5LD,MODEL 3,KKL,SEDAN,MODEL 3
TESLA,E6LR,MODEL 3,KKL,SEDAN,MODEL 3
TESLA,H5LD,MODEL 3,KKL,SEDAN,MODEL 3
TESLA,H5LR,MODEL 3,KKL,SEDAN,MODEL 3
TESLA,H5MD,MODEL 3,KKL,SEDAN,MODEL 3
TESLA,H5MR,MODEL 3,KKL,SEDAN,MODEL 3
TESLA,H6LR,MODEL 3,KKL,SEDAN,MODEL 3
TESLA,H6MR,MODEL 3,KKL,SEDAN,MODEL 3
TESLA,SB1D,MODEL S,GKL,SEDAN,MODEL S
TESLA,SB1T,MODEL S,GKL,SEDAN,MODEL S
TESLA,XB1D,MODEL X,GKL,SAT,MODEL X
TESLA,XB1T,MODEL X,GKL,SAT,MODEL X
TESLA,Y5LD,MODEL Y,KKL,SAV,MODEL Y
TESLA,Y5LR,MODEL Y,KKL,SAV,MODEL Y
TESLA,Y6LR,MODEL Y,KKL,SAV,MODEL Y
TESLA,Y7CR,MODEL Y,KKL,SAV,MODEL Y
TESLA,YB6MR,MODEL Y,KKL,SAV,MODEL Y
TESLA,YS5LD,MODEL Y,KKL,SAV,MODEL Y
TESLA,YS5LR,MODEL Y,KKL,SAV,MODEL Y
TESLA,YS5MD,MODEL Y,KKL,SAV,MODEL Y
TESLA,YS5MR,MODEL Y,KKL,SAV,MODEL Y
TESLA,YS6MR,MODEL Y,KKL,SAV,MODEL Y
TOYOTA,AXAL52(N),RAV4,UKL2,SAV,TOYOTA RAV4
TOYOTA,AXAL54(N),RAV4,UKL2,SAV,TOYOTA RAV4
TOYOTA,AXAP54(N),RAV4,UKL2,SAV,TOYOTA RAV4
TOYOTA,AXUH78(R),HIGHLANDER,MKL,SAV,TOYOTA HIGHLANDER
TOYOTA,AXVH71(E),CAMRY,KKL,HATCH,TOYOTA CAMRY
TOYOTA,B,PROACE CITY,SKL,TRANSPORTER,PROACE CITY VERSO
TOYOTA,C,PROACE CITY,SKL,TRANSPORTER,PROACE CITY VERSO
TOYOTA,DB05,SUPRA,KKL,COUPE,TOYOTA SUPRA A90FE
TOYOTA,DB25,SUPRA,KKL,COUPE,TOYOTA SUPRA
TOYOTA,DB45,SUPRA,KKL,COUPE,TOYOTA SUPRA
TOYOTA,E,PROACE,SKL,TRANSPORTER,PROACE
TOYOTA,G,PROACE CITY,SKL,TRANSPORTER,PROACE CITY VERSO
TOYOTA,GDJ150(MC),LAND CRUISER,GKL,SUV,TOYOTA LAND CRUISER (150 SERIE
TOYOTA,GDJ150(MF),LAND CRUISER,GKL,SUV,TOYOTA LAND CRUISER (150 SERIE
TOYOTA,GDJ250(N),LAND CRUISER,GKL,SUV,TOYOTA LAND CRUISER
TOYOTA,GDJ251(N),LAND CRUISER,GKL,SUV,TOYOTA LAND CRUISER
TOYOTA,GXPA16(G),GR YARIS,,,TOYOTA GR YARIS
TOYOTA,JPD20(E),MIRAI,MKL,SEDAN,TOYOTA MIRAI
TOYOTA,K,PROACE,SKL,TRANSPORTER,PROACE
TOYOTA,KGB70(H),AYGO X,UKL0,HATCH,TOYOTA AYGO X
TOYOTA,M,PROACE CITY,SKL,TRANSPORTER,PROACE CITY VERSO ELECTRIC
TOYOTA,MAXH20(H),C-HR,UKL1,SAV,TOYOTA C-HR
TOYOTA,MAXH21(H),C-HR,UKL1,SAV,TOYOTA C-HR
TOYOTA,MAXH25(H),C-HR,UKL1,SAV,TOYOTA C-HR
TOYOTA,MXGH12(H),COROLLA,UKL2,HATCH,TOYOTA COROLLA
TOYOTA,MXGH15(H),COROLLA,UKL2,HATCH,TOYOTA COROLLA
TOYOTA,MXPA11(H),YARIS,UKL1,HATCH,TOYOTA YARIS
TOYOTA,MXPH11(H),YARIS,UKL1,HATCH,TOYOTA YARIS
TOYOTA,MXPH13(H),YARIS,UKL1,HATCH,TOYOTA YARIS
TOYOTA,MXPJ10(H),YARIS CROSS,UKL1,SAV,TOYOTA YARIS CROSS
TOYOTA,MXPJ11(H),YARIS CROSS,UKL1,SAV,TOYOTA YARIS CROSS
TOYOTA,MXPJ16(H),YARIS CROSS,UKL1,SAV,TOYOTA YARIS CROSS
TOYOTA,MZEH19(H),COROLLA,UKL2,HATCH,TOYOTA COROLLA
TOYOTA,MZEH19(W),COROLLA,UKL2,HATCH,TOYOTA COROLLA
TOYOTA,R,PROACE CITY,SKL,TRANSPORTER,PROACE CITY VERSO
TOYOTA,S,PROACE,SKL,TRANSPORTER,PROACE
TOYOTA,XEAM10(W),BZ4X,UKL2,SAV,TOYOTA BZ4X
TOYOTA,XEAM11(W),BZ4X,UKL2,SAV,TOYOTA BZ4X
TOYOTA,YEAM15(W),BZ4X,UKL2,SAV,TOYOTA BZ4X
TOYOTA,Z,PROACE CITY,SKL,TRANSPORTER,PROACE CITY VERSO ELECTRIC
TOYOTA,ZVG13(H),COROLLA,UKL2,HATCH,TOYOTA COROLLA
TOYOTA,ZWE219(E),COROLLA,UKL2,HATCH,TOYOTA COROLLA
TOYOTA,ZWE219(H),COROLLA,UKL2,HATCH,TOYOTA COROLLA
TOYOTA,ZWE219(W),COROLLA,UKL2,HATCH,TOYOTA COROLLA
TOYOTA,ZYX20(H),C-HR,UKL1,SAV,TOYOTA C-HR
TSD,K2W62350BXX,SPRINTER,,,SPRINTER
VOLKSWAGEN,4ACEBJAL1FX2,ID.4,UKL2,SAV,ID.4 PRO 150 KW
VOLKSWAGEN,4ACEBJAL1TX2,ID.4,UKL2,SAV,ID.4 PRO 128 KW
VOLKSWAGEN,4ACEDCAL1EX2,ID.4,UKL2,SAV,ID.4 PURE 125KW
VOLKSWAGEN,4ACEDFAD7PX2,ID.4,UKL2,SAV,ID.4 PRO 210KW
VOLKSWAGEN,4ACX1EBL1GX1,ID.4,UKL2,SAV,ID.4 GTX 220 KW
VOLKSWAGEN,4ACX1EDD7PX1,ID.4,UKL2,SAV,ID.4 PRO 4MOTION 210KW
VOLKSWAGEN,4ACX1EDL1IX1,ID.4,UKL2,SAV,ID.4 GTX 250KW
VOLKSWAGEN,5ACEBJAL1FX2,ID.5,UKL2,SAV,ID.5 PRO 150 KW
VOLKSWAGEN,5ACEBJAL1TX2,ID.5,UKL2,SAV,ID.5 PRO 128 KW
VOLKSWAGEN,5ACEDCAL1EX2,ID.5,UKL2,SAV,ID.5 PURE 125KW
VOLKSWAGEN,5ACEDFAD7PX2,ID.5,UKL2,SAV,ID.5 PRO 210KW
VOLKSWAGEN,5ACX1EBL1GX1,ID.5,UKL2,SAV,ID.5 GTX 220 KW
VOLKSWAGEN,5ACX1EDL1IX1,ID.5,UKL2,SAV,ID.5 GTX 250KW
VOLKSWAGEN,ABDGEBX0,ARTEON,KKL,SEDAN,ARTEON
VOLKSWAGEN,ABDLAC,POLO,UKL1,HATCH,POLO
VOLKSWAGEN,ABDNNAX0,ARTEON,KKL,SEDAN,ARTEON
VOLKSWAGEN,ABDNND,POLO,UKL1,HATCH,POLO
VOLKSWAGEN,ABDSGD,POLO,UKL1,HATCH,POLO
VOLKSWAGEN,ABDUSA,POLO,UKL1,HATCH,POLO
VOLKSWAGEN,ABDUSB,POLO,UKL1,HATCH,POLO
VOLKSWAGEN,ABEDFAD7PX2,ID.7,MKL,SEDAN,ID.7 PRO 210KW
VOLKSWAGEN,ABEDFBD7PX2,ID.7,MKL,SEDAN,ID.7 PRO S
VOLKSWAGEN,ABX1EDJ8AX1,ID.7,MKL,SEDAN,ID.7 GTX
VOLKSWAGEN,ACDCBE1,TOUAREG,MKL,SAV,TOUAREG R
VOLKSWAGEN,ACDFYAX0,GOLF,UKL2,CABRIO,GOLF
VOLKSWAGEN,ACDGEAX0,TIGUAN,UKL2,SAV,TIGUAN
VOLKSWAGEN,ACDGEBX0,PASSAT,KKL,UNSPEC.,PASSAT
VOLKSWAGEN,ACDLAA,TAIGO,UKL1,SAV,TAIGO
VOLKSWAGEN,ACDLAAX0,GOLF,UKL2,CABRIO,GOLF
VOLKSWAGEN,ACDNFCX0,GOLF,UKL2,CABRIO,GOLF
VOLKSWAGEN,ACDNFFX1,GOLF,UKL2,CABRIO,GOLF
VOLKSWAGEN,ACDNNAX1,TIGUAN,UKL2,SAV,TIGUAN
VOLKSWAGEN,ACDNNEX1,TIGUAN,UKL2,SAV,TIGUAN
VOLKSWAGEN,ACDNPBX1,TIGUAN,UKL2,SAV,TIGUAN
VOLKSWAGEN,ACDNPDX0,GOLF,UKL2,CABRIO,GOLF
VOLKSWAGEN,ACDPBAX0,GOLF,UKL2,CABRIO,GOLF
VOLKSWAGEN,ACDPYC1,TOUAREG,MKL,SAV,TOUAREG
VOLKSWAGEN,ACDPYC2,TOUAREG,MKL,SAV,TOUAREG
VOLKSWAGEN,ACDPYD1,TOUAREG,MKL,SAV,TOUAREG
VOLKSWAGEN,ACDPYD2,TOUAREG,MKL,SAV,TOUAREG
VOLKSWAGEN,ACDTRAX0,PASSAT,KKL,UNSPEC.,PASSAT
VOLKSWAGEN,ACDTRBX0,GOLF,UKL2,CABRIO,GOLF
VOLKSWAGEN,ACDTRDX0,GOLF,UKL2,CABRIO,GOLF
VOLKSWAGEN,ACDTSAX0,PASSAT,KKL,UNSPEC.,PASSAT
VOLKSWAGEN,ACDTSBX0,TIGUAN,UKL2,SAV,TIGUAN
VOLKSWAGEN,ACDTUAX1,PASSAT,KKL,UNSPEC.,PASSAT
VOLKSWAGEN,ACDUCAX0,GOLF,UKL2,CABRIO,GOLF
VOLKSWAGEN,ACDUCBX0,TIGUAN,UKL2,SAV,TIGUAN
VOLKSWAGEN,ACDUCCX0,CADDY,UKL2,MPV,CADDY
VOLKSWAGEN,ACDUSA,TAIGO,UKL1,SAV,TAIGO
VOLKSWAGEN,ACDUSB,TAIGO,UKL1,SAV,TAIGO
VOLKSWAGEN,ACDXDB,TAIGO,UKL1,SAV,TAIGO
VOLKSWAGEN,ACDXDBX0,TIGUAN,UKL2,SAV,TIGUAN
VOLKSWAGEN,ACDXDCX0,TIGUAN,UKL2,SAV,TIGUAN
VOLKSWAGEN,ACDXDEX0,GOLF,UKL2,CABRIO,GOLF
VOLKSWAGEN,ACDXNBX1,TIGUAN,UKL2,SAV,TIGUAN
VOLKSWAGEN,ACDXPAX0,TIGUAN,UKL2,SAV,TIGUAN
